score,price,bedrooms,neighborhood,distance_miles,posted_date,title,url,description
42,900,2,Brooklyn,1.53,2026-06-08,"333 Lincoln Pl, Brooklyn, NY",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-333-lincoln-pl-brooklyn-ny/7939534399.html,"Welcome to 333 Lincoln Place, a spacious two-bedroom, one-bath apartment in the heart of Prospect Heights. Both bedrooms can accommodate king-sized beds and the home features a sizable living area, se"
41,930,2,"Brooklyn, NY",1.53,2026-06-08,..Bright & Spacious 2BR Apartment.,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-bright-spacious-2br-apartment/7939532212.html,"Welcome to 333 Lincoln Place, a spacious two-bedroom, one-bath apartment in the heart of Prospect Heights. Both bedrooms can accommodate king-sized beds and the home features a sizable living area, se"
41,950,1,Williamsburg,1.95,2026-06-07,Beautiful 1-Bedroom Apartment Near East Sac – Utilities Included,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-beautiful-bedroom-apartment/7939510478.html,"Bright and renovated 1-bedroom apartment featuring hardwood floors, recessed lighting, and a spacious eat-in kitchen with full-size stainless steel appliances. The home includes a windowed bathroom an"
40,850,1,"New York, NY",1.94,2026-06-08,Modern 1BR/1BA in the Heart of New York,https://sfbay.craigslist.org/sfc/apa/d/new-york-modern-1br-1ba-in-the-heart-of/7939537264.html,"One-bedroom, one-bath apartment offering approximately 850 sq ft of living space. The unit includes a refrigerator and stove, and the building features on-site coin laundry for convenience. Cats are n"
39,830,1,"Williamsburg, NY",1.98,2026-06-08,"Remodeled 1BD/1BA Condo w/ Dining Room, Lndry, Storage & Pkg. Avail.",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-remodeled-1bd-1ba-condo-dining/7939550822.html,"One-bedroom, one-bath apartment offering approximately 850 sq ft of living space. The unit includes a refrigerator and stove, and the building features on-site coin laundry for convenience. Cats are n"
39,820,1,"Brooklyn, NY",1.98,2026-06-08,"456 Bedford Ave, Brooklyn, NY",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-456-bedford-ave-brooklyn-ny/7939549346.html,"One-bedroom, one-bath apartment offering approximately 850 sq ft of living space. The unit includes a refrigerator and stove, and the building features on-site coin laundry for convenience. Cats are n"
39,820,1,Brooklyn,1.98,2026-06-08,"456 Bedford Ave, Brooklyn, NY",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-456-bedford-ave-brooklyn-ny/7939546466.html,"Charming 1-bedroom, 1-bath located in the heart of 456 Bedford Ave. This well-maintained home offers comfortable living space with a modern kitchen, in-unit laundry, and private balcony access. Conven"
39,830,1,Williamsburg,1.98,2026-06-08,"Remodeled 1BD/1BA Condo w/ Dining Room, Lndry, Storage & Pkg. Avail.",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-remodeled-1bd-1ba-condo-dining/7939544259.html,"Charming 1-bedroom, 1-bath located in the heart of 1025 Sutter Ave. This well-maintained home offers comfortable living space with a modern kitchen, in-unit laundry, and private balcony access. Conven"
38,895,1,New York,1.94,2026-06-08,Modern 1BR/1BA in the Heart of New York,https://sfbay.craigslist.org/sfc/apa/d/new-york-modern-1br-1ba-in-the-heart-of/7939533637.html,"Charming 1-bedroom, 1-bath located in the heart of 111 Worth St.New York. This well-maintained home offers comfortable living space with a modern kitchen, in-unit laundry, and private balcony access. "
38,920,1,Williamsburg,1.95,2026-06-07,Bright & Spacious 1BR in Desirable Neighborhood,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-bright-spacious-1br-in/7939522503.html,"Charming 1-bedroom, 1-bath located in the heart of 198 Ainslie St.Williamsburg. This well-maintained home offers comfortable living space with a modern kitchen, in-unit laundry, and private balcony ac"
