score,price,bedrooms,neighborhood,distance_miles,posted_date,title,url,description
62,850,1,"Brooklyn, NY",0.19,2026-06-27,"Spacious 1 Bedroom Apartment in Brooklyn,",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-spacious-bedroom-apartment-in/7943621314.html,"Welcome to this beautifully renovated 1-bedroom, 1-bath Apartment in the heart of Brooklyn, NY. Enjoy a bright, modern interior with new appliances, an updated kitchen and bath, in-unit washer and dry"
55,800,1,Williamsburg,0.47,2026-06-27,Cozy 1 Bedroom 1 Bathroom Apartment for Rent,https://longisland.craigslist.org/apa/d/brooklyn-cozy-bedroom-bathroom/7943611109.html,The apartment has been recently renovated and features new windows a new bathroom and a new washer and dryer. It consist of a large bathroom with a new shower enclosure and a kitchen equipped with a r
44,850,1,"Williamsburg, NY",1.98,2026-06-27,"Spectacular 1 bedroom, 1 bath with amazing views!",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-spectacular-bedroom-bath-with/7943627150.html,"Welcome to this beautifully renovated 1-bedroom, 1-bath Apartment in the heart of Brooklyn. Enjoy a bright, modern interior with new appliances, an updated kitchen and bath, in-unit washer and dryer, "
44,850,1,"Brooklyn, NY",1.98,2026-06-27,Bright 1 Bedroom Home with Loft in a Peaceful Setting,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-bright-bedroom-home-with-loft/7943623321.html,"Welcome to this beautifully renovated 1-bedroom, 1-bath Apartment in the heart of Brooklyn, NY. Enjoy a bright, modern interior with new appliances, an updated kitchen and bath, in-unit washer and dry"
43,800,1,Brooklyn,1.70,2026-06-27,Attractive 1 Bedroom 1 Bathroom Apartment for Rent,https://longisland.craigslist.org/apa/d/brooklyn-attractive-bedroom-bathroom/7943609194.html,"1068 Fulton Street is an extraordinary, beautifully executed new-construction elevator building redefining luxury living in the historic neighborhood of Bed-Stuy. Conveniently located 2 minutes from t"
43,870,1,"Williamsburg, NY",1.98,2026-06-26,1BR/1Ba Apartment in Brooklyn!!,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-1br-1ba-apartment-in-brooklyn/7943605146.html,"Welcome to this beautifully renovated 1-bedroom, 1-bath Apartment in the heart of Williamsburg. Enjoy a bright, modern interior with new appliances, an updated kitchen and bath, in-unit washer and dry"
42,850,1,"Brooklyn, NY",2.17,2026-06-27,"Pet Friendly, Detached Garages Available, 1bd 1ba",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-pet-friendly-detached-garages/7943623552.html,"Welcome to this beautifully renovated 1-bedroom, 1-bath Apartment in the heart of Brooklyn. Enjoy a bright, modern interior with new appliances, an updated kitchen and bath, in-unit washer and dryer, "
42,800,1,Lower Manhattan,1.76,2026-06-27,Luxury 1 Bedroom 1 Bathroom Apartment for Rent,https://longisland.craigslist.org/apa/d/new-york-luxury-bedroom-bathroom/7943611469.html,"This stylish residence offers the comfort and convenience of new construction, featuring an in-unit washer/dryer, stainless steel appliances, dishwasher, microwave, granite countertops, custom cabinet"
41,850,1,Brooklyn,2.25,2026-06-26,Luxury Alcove Studio In Rent Stabilized Building With Stunning Views,https://longisland.craigslist.org/apa/d/brooklyn-luxury-alcove-studio-in-rent/7943598098.html,"Experience luxury living in this large, sun-filled alcove studio featuring breathtaking views and modern finishes throughout. Located in a rent-stabilized building, this stylish home offers a contempo"
40,850,1,"Brooklyn, NY",2.35,2026-06-27,"Beautiful 1 bedroom 1 bath in Brooklyn, NY",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-beautiful-bedroom-bath-in/7943621508.html,"Welcome to this beautifully renovated 1-bedroom, 1-bath Apartment in the heart of Brooklyn, NY. Enjoy a bright, modern interior with new appliances, an updated kitchen and bath, in-unit washer and dry"
37,850,1,"New York, NY",2.65,2026-06-27,Modern Comfort Meets Cozy Living – 1-Bed Apartment for Rent,https://sfbay.craigslist.org/sfc/apa/d/new-york-modern-comfort-meets-cozy/7943624903.html,"Welcome to this beautifully renovated 1-bedroom, 1-bath Apartment in the heart of New York, NY. Enjoy a bright, modern interior with new appliances, an updated kitchen and bath, in-unit washer and dry"
37,1000,2,"Glens Falls, NY",1.73,2026-06-27,The Modern & Updated Focus/The Modern & Updated Focus/,https://glensfalls.craigslist.org/apa/d/new-york-the-modern-updated-focus-the/7943613986.html,"Experience the luxury of a fresh, modern space in this beautifully updated Glens Falls apartment. Offered at $1,350 per month, this two-bedroom, first-floor home has been thoroughly renovated to featu"
35,1090,1,"Brooklyn, NY",2.17,2026-06-27,"1br - Pet Friendly, Detached Garages Available, 1bd 1ba (Brookl",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-1br-pet-friendly-detached/7943626614.html,GRAD STUDENTS We love you!HERE IS YOUR QUIET PLACE!SMOKE FREE HOUSE AND GROUNDS with FRONT PORCH!1-bedroom FIRST FLOOR APARTMENT in lovely old VICTORIAN home. Furnished with NEW SMART BED.Washer and N
