score,price,bedrooms,neighborhood,distance_miles,posted_date,title,url,description
15,1120,1,Brooklyn,3.56,2026-06-04,Unique 1 bedroom apartment in prime location,https://newyork.craigslist.org/brk/apa/d/brooklyn-unique-bedroom-apartment-in/7938667961.html,"Beautiful corner 1-bedroom apartment featuring abundant natural light and a unique layout. Key highlights include a spacious living room, modern island kitchen with stainless steel appliances, and a p"
14,1140,2,Bushwick,3.61,2026-06-04,Awesome space! Newly renovated kitchen - brand new appliances!,https://longisland.craigslist.org/apa/d/brooklyn-awesome-space-newly-renovated/7938670681.html,"SUPER SPACIOUS 2 bed 1 bath - NEWLY RENOVATED KITCHEN - Brand new appliances including dishwasher and built-in microwave. Features one XXL bedroom, a queen bedroom in addition to a bonus room (with a "
13,1200,2,"2250 Clarendon Rd, # 5J, Brooklyn, NY",3.56,2026-06-04,Brooklyn 2BR Apartment with Garage Parking & Elevator,https://longisland.craigslist.org/apa/d/brooklyn-brooklyn-2br-apartment-with/7938702412.html,**~. GATED DETACHED TARZANA SEPARATE TWO BEDROOM GUEST HOUSE !!.~**$$1200 **VERY PRIVATE AND QUIET ** GATED PRIVATE OWN ENTERANCE **UPSCALE / SAFE NEIGHBORHOOD *VERY BEAUTIFUL AND CLEAN THROUGH OUTA M
6,1400,1,,3.66,2026-06-04,508-Cozy Private Room for Rent on Starr Street – Great Location,https://newyork.craigslist.org/mnh/apa/d/brooklyn-508-cozy-private-room-for-rent/7938695049.html,"Private room available for rent on Starr Street in a clean, quiet, and friendly home. Perfect for a working professional or student looking for a comfortable place to live. Features: • Private bedroom"
0,,,,,2026-06-04,Bernard Brooklyn Home Brooklyn,https://amberstudent.com/places/bernard-brooklyn-home-brooklyn-2207181201880,
0,,,,,2026-06-04,Cornelius Bushwick Home Brooklyn,https://amberstudent.com/places/cornelius-bushwick-home-brooklyn-2207158468241,
0,,,,,2026-06-04,141 Hart St Brooklyn,https://amberstudent.com/places/141-hart-st-brooklyn-2305121841186?gallery=true&galleryId=267205&tab=all,
0,,,,,2026-06-04,Crown 1162 New York,https://amberstudent.com/places/crown-1162-new-york-2406222677253,
0,,,,,2026-06-04,354 93 Street Brooklyn,https://streeteasy.com/building/354-93-street-brooklyn/1?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=DNNub5DBsGTeGacQ3du7AsAjEFNeE4shFtRyxcgrXzpJ5YoRaqfvy78Y2M7o-Z4XwdNOakWqfQO5RTz8,
0,,,,,2026-06-04,1273 Rogers Avenue Brooklyn,https://streeteasy.com/building/1273-rogers-avenue-brooklyn/2d?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=NAG-7ybC-ej1nfSJB2R43dfg0fV1Af2X3bBmsVh49XnVGcBrmWCsiUACs2SP2YYaxfERq7d79NNZsaBw,
0,,,,,2026-06-04,Ttb76F5Dhiqojcpp7,https://goo.gl/maps/TTB76f5dHiQojCPP7,
0,,,,,2026-06-04,V6Nk3Bfjz8Vk2Ob56,https://maps.app.goo.gl/V6Nk3BfJz8vk2ob56,
0,1500,1,Brooklyn,4.19,2026-06-04,"1273 Rogers Avenue #2D in Flatbush, Brooklyn",https://streeteasy.com/building/1273-rogers-avenue-brooklyn/2d?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=7y9AK3TginYu4BbxLD_B2NEEj32YA-ktWuTZJb3NHsfJnT_rFqvjo8NzztngzrvEwV0uGcy1twseuTji,"1273 Rogers Avenue, Brooklyn, Ny, 11226: *Welcoming 1BR with Great Flow & Comfortable Everyday Living* This charming 1-bedroom home offers a layout that feels both ..."
0,1395,,Fort Hamilton,5.69,2026-06-04,"354 93rd Street #1 in Fort Hamilton, Brooklyn",https://streeteasy.com/building/354-93-street-brooklyn/1?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=mXMIw2l602eCDgZ8UYod8bVqGCF_D3CLiNjRkuRpdVmS4MjaoMey6kUwR4jT7eKUQ2ijXudmY27AKW1W,"354 93rd Street, Brooklyn, Ny, 11209: This 1 room studio apartment is located in a well-kept, prewar building in Bay Ridge. Enjoy a wide variety of nearby shops and ..."
0,1330,1,Brooklyn,3.05,2026-06-04,"99 Kingsland Ave for $1,330/month on PadMapper",https://www.padmapper.com/rentals/20493753p/1-bedroom-1-bath-apartment-at-99-kingsland-ave-new-york-ny-11222#back=%2Fapartments%2Fbrooklyn-ny%2Funder-1500%3Fbox%3D-74.04241%2C40.56616%2C-73.83336%2C40.73944,"99 Kingsland Ave is a 1 bed, 1 bath apartment in Williamsburg, New York. This apartment is listed for rent at $1,330/month. Search for other sublets, houses and apartment rentals in New York, then use"
