score,price,bedrooms,neighborhood,distance_miles,posted_date,title,url,description
32,1250,2,"Prospect Heights, NY",1.53,2026-06-23,"This spacious, 2 Bedroom apartment",https://longisland.craigslist.org/apa/d/brooklyn-this-spacious-bedroom-apartment/7942744787.html,"Charming two bedroom unit in a well-located home in Prospect Heights, NY featuring spacious living areas, comfortable bedroom, and plenty of natural light throughout. This property offers a functional"
28,900,1,,2.92,2026-06-23,2 bedrooms 1 bath fully renovated sunset park 4 ave 42 st,https://longisland.craigslist.org/apa/d/brooklyn-bedrooms-bath-fully-renovated/7942743024.html,2 bedrooms 1 bath fully renovated update kitchen and appliances nice size rooms spacious Text-William: show contact info
26,1050,1,Brooklyn,2.69,2026-06-23,Stunning 1 bedroom apartment near Kings County Medical Center,https://longisland.craigslist.org/apa/d/brooklyn-stunning-bedroom-apartment/7942747531.html,"**Close to 2 farmers markets, variety of dining options, cafes and shopping. ** Gourmet Walk Apartments, 524 Midwood St, # 4F, is a large historic building and is absolutely gorgeous! Our units highli"
16,940,1,Williamsburg,3.97,2026-06-22,Modern 1-Bedroom Apartment at 431 Wythe Ave Williamsburg,https://chicago.craigslist.org/chc/apa/d/brooklyn-modern-bedroom-apartment-at/7942690263.html,"Modern 1-Bedroom Apartment at 431 Wythe Ave Williamsburg Welcome to 431 Wythe Ave, a stylish 1-bedroom, 1-bath apartment offering modern finishes, thoughtful design, and a convenient location in one o"
0,,,,,2026-06-23,Bernard Brooklyn Home Brooklyn,https://amberstudent.com/places/bernard-brooklyn-home-brooklyn-2207181201880,
0,,,,,2026-06-23,Cornelius Bushwick Home Brooklyn,https://amberstudent.com/places/cornelius-bushwick-home-brooklyn-2207158468241,
0,,,,,2026-06-23,141 Hart St Brooklyn,https://amberstudent.com/places/141-hart-st-brooklyn-2305121841186?gallery=true&galleryId=267205&tab=all,
0,,,,,2026-06-23,Crown 1162 New York,https://amberstudent.com/places/crown-1162-new-york-2406222677253,
0,,,,,2026-06-23,354 93 Street Brooklyn,https://streeteasy.com/building/354-93-street-brooklyn/1?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=DNNub5DBsGTeGacQ3du7AsAjEFNeE4shFtRyxcgrXzpJ5YoRaqfvy78Y2M7o-Z4XwdNOakWqfQO5RTz8,
0,,,,,2026-06-23,1273 Rogers Avenue Brooklyn,https://streeteasy.com/building/1273-rogers-avenue-brooklyn/2d?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=NAG-7ybC-ej1nfSJB2R43dfg0fV1Af2X3bBmsVh49XnVGcBrmWCsiUACs2SP2YYaxfERq7d79NNZsaBw,
0,,,,,2026-06-23,Ttb76F5Dhiqojcpp7,https://goo.gl/maps/TTB76f5dHiQojCPP7,
0,,,,,2026-06-23,V6Nk3Bfjz8Vk2Ob56,https://maps.app.goo.gl/V6Nk3BfJz8vk2ob56,
0,1500,1,Brooklyn,4.19,2026-06-23,"1273 Rogers Avenue #2D in Flatbush, Brooklyn",https://streeteasy.com/building/1273-rogers-avenue-brooklyn/2d?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=7y9AK3TginYu4BbxLD_B2NEEj32YA-ktWuTZJb3NHsfJnT_rFqvjo8NzztngzrvEwV0uGcy1twseuTji,"1273 Rogers Avenue, Brooklyn, Ny, 11226: *Welcoming 1BR with Great Flow & Comfortable Everyday Living* This charming 1-bedroom home offers a layout that feels both ..."
0,1395,,Fort Hamilton,5.69,2026-06-23,"354 93rd Street #1 in Fort Hamilton, Brooklyn",https://streeteasy.com/building/354-93-street-brooklyn/1?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=mXMIw2l602eCDgZ8UYod8bVqGCF_D3CLiNjRkuRpdVmS4MjaoMey6kUwR4jT7eKUQ2ijXudmY27AKW1W,"354 93rd Street, Brooklyn, Ny, 11209: This 1 room studio apartment is located in a well-kept, prewar building in Bay Ridge. Enjoy a wide variety of nearby shops and ..."
0,1330,1,Brooklyn,3.05,2026-06-23,"99 Kingsland Ave for $1,330/month on PadMapper",https://www.padmapper.com/rentals/20493753p/1-bedroom-1-bath-apartment-at-99-kingsland-ave-new-york-ny-11222#back=%2Fapartments%2Fbrooklyn-ny%2Funder-1500%3Fbox%3D-74.04241%2C40.56616%2C-73.83336%2C40.73944,"99 Kingsland Ave is a 1 bed, 1 bath apartment in Williamsburg, New York. This apartment is listed for rent at $1,330/month. Search for other sublets, houses and apartment rentals in New York, then use"
