score,price,bedrooms,neighborhood,distance_miles,posted_date,title,url,description
33,850,1,"Brooklyn, NY",3.13,2026-06-06,"!!Charming 1-bedroom, 1-bath apartment!!",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-charming-bedroom-bath-apartment/7939146160.html,"Charming 1-bedroom, 1-bath apartment! This apartment features hardwood flooring throughout, wall A/C, and fresh interior paint. Enjoy a private front lounge and side patio, perfect for relaxing or ent"
33,820,1,"Brooklyn, NY",3.08,2026-06-06,!!Beautiful Clean 1 Bedroom 1 Bath Apartment!!,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-beautiful-clean-bedroom-bath/7939143096.html,"Charming 1-bedroom, 1-bath apartment! This apartment features hardwood flooring throughout, wall A/C, and fresh interior paint. Enjoy a private front lounge and side patio, perfect for relaxing or ent"
33,840,1,"Crown Heights, NY",3.08,2026-06-06,"!!Charming 1-bedroom, 1-bath apartment!!",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-charming-bedroom-bath-apartment/7939142954.html,"Charming 1-bedroom, 1-bath apartment! This apartment features hardwood flooring throughout, wall A/C, and fresh interior paint. Enjoy a private front lounge and side patio, perfect for relaxing or ent"
33,850,1,Bed-Stuy,3.13,2026-06-06,"890 Putnam Ave, Brooklyn, NY",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-890-putnam-ave-brooklyn-ny/7939137354.html,"Charming 1-bedroom, 1-bath apartment! This apartment features hardwood flooring throughout, wall A/C, and fresh interior paint. Enjoy a private front lounge and side patio, perfect for relaxing or ent"
33,840,1,Crown Heights,3.08,2026-06-06,"785 Eastern Pkwy, Brooklyn, NY",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-785-eastern-pkwy-brooklyn-ny/7939137203.html,"Charming 1-bedroom, 1-bath apartment! This apartment features hardwood flooring throughout, wall A/C, and fresh interior paint. Enjoy a private front lounge and side patio, perfect for relaxing or ent"
33,850,1,Brooklyn,3.13,2026-06-06,"125 Jefferson St, Brooklyn, NY",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-125-jefferson-st-brooklyn-ny/7939136917.html,"Charming 1-bedroom, 1-bath apartment! This apartment features hardwood flooring throughout, wall A/C, and fresh interior paint. Enjoy a private front lounge and side patio, perfect for relaxing or ent"
33,820,1,"Crown Heights, CA",3.08,2026-06-05,!!Beautiful 1 Br in Crown Heights!!,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-beautiful-br-in-crown-heights/7939126328.html,"Charming 1-bedroom, 1-bath apartment! This apartment features hardwood flooring throughout, wall A/C, and fresh interior paint. Enjoy a private front lounge and side patio, perfect for relaxing or ent"
31,900,1,"Bushwick, NY",3.13,2026-06-05,Spacious 1 Bedroom Apartment Available in Bushwick,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-spacious-bedroom-apartment/7939129737.html,"Charming 1-bedroom, 1-bath apartment! This apartment features hardwood flooring throughout, wall A/C, and fresh interior paint. Enjoy a private front lounge and side patio, perfect for relaxing or ent"
27,870,1,"Crown Heights, NY",3.08,2026-06-05,Comfortable 2 Bedroom Apartment in Crown Heights,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-comfortable-bedroom-apartment/7939129653.html,"Spacious 2 bed 1 bath rear apartment. Rent includes water, gas, garbage, Fiber Internet and some landscaping maintenance. Light-filled living/dining room combo. Kitchen with fridge, stove, microwave a"
26,900,2,Bushwick,3.13,2026-06-05,Spacious 1 Bedroom Apartment Available in Bushwick,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-spacious-bedroom-apartment/7939129112.html,"Spacious 2 bed 1 bath rear cottage. Rent includes water, gas, garbage, Fiber Internet and some landscaping maintenance. Light-filled living/dining room combo. Kitchen with fridge, stove, microwave and"
26,980,0,Brooklyn/ Sunset park,2.92,2026-06-05,Room for rent in a 3 bed.Sharing with two persons.No Broker Feen,https://newyork.craigslist.org/brk/apa/d/brooklyn-room-for-rent-in-3-bedsharing/7939089997.html,Beautiful large room in a 3 bedrooms apartment . sharing bathroom and kitchen with two persons. No broker fee ! Industry City area. Easy commute to city Close to all kinds of stores Close to express t
24,1265,1,,2.33,2026-06-06,Bright 1BR/1BA Apartment in Prime Astoria Location,https://longisland.craigslist.org/apa/d/brooklyn-bright-1br-1ba-apartment-in/7939139706.html,"This comfortable 1-bedroom, 1-bathroom apartment at 27-23 27th Street offers a practical and inviting layout in one of Queens' most desirable neighborhoods. The home features a spacious bedroom, a ful"
23,1050,1,Brooklyn,3.52,2026-06-06,"Brand New 1BR Apartment | Beautiful Kitchen, Large Windows",https://longisland.craigslist.org/apa/d/brooklyn-brand-new-1br-apartment/7939142332.html,"Brand new one-bedroom apartment available, featuring large windows and a beautiful kitchen. It includes a washer/dryer hookup and has new flooring throughout. All utilities are included in the rent. F"
22,1257,1,South Williamsburg,2.52,2026-06-06,Charming 1BR with Flexible Layout | South Williamsburg | No Fee,https://newyork.craigslist.org/brk/apa/d/brooklyn-charming-1br-with-flexible/7939120744.html,"Charming 1BR with Flexible Layout | South Williamsburg | No Fee Located on a quiet residential block in South Williamsburg, this thoughtfully laid-out 1-bedroom offers a comfortable balance between li"
21,1300,1,New York,2.51,2026-06-06,1BR East Village Gem at 193 Avenue A with In-Unit Laundry,https://longisland.craigslist.org/apa/d/new-york-1br-east-village-gem-at-193/7939122782.html,"Welcome to this charming one-bedroom apartment at 193 Avenue A, a pre-war walk-up building located in the heart of the East Village. The home features a spacious queen-sized bedroom, a large living ar"
20,1400,2,Brooklyn,2.33,2026-06-06,Spacious 2BR/1BA Apartment at 554 Gates Avenue,https://newyork.craigslist.org/brk/apa/d/brooklyn-spacious-2br-1ba-apartment-at/7939152533.html,"This spacious 2-bedroom, 1-bathroom apartment at 554 Gates Avenue offers a comfortable and functional layout with modern living in mind. The home features two well-sized bedrooms, two full bathrooms, "
19,931,2,"Jersey City, NJ",3.67,2026-06-06,Charming Sunset 2-bedroom natural light house,https://newjersey.craigslist.org/apa/d/jersey-city-charming-sunset-bedroom/7939147876.html,"Don't miss a chance to live in Downtown Jersey City at 505 Jersey Ave #4. This 2-bedroom, 1-bath railroad-style apartment offers unbeatable pricing and is close to the Grove Street PATH Station for ea"
19,834,1,"Jersey City, NJ",3.98,2026-06-06,Beautifully Renovated 1-bedroom cozy home,https://newjersey.craigslist.org/apa/d/jersey-city-beautifully-renovated/7939146060.html,"Welcome to this beautifully renovated 1-bedroom home located in the vibrant Downtown Jersey City neighborhood. Featuring brand-new flooring and fresh paint throughout, this move-in-ready residence off"
19,820,1,"Brooklyn, NY",3.96,2026-06-06,Bright Remodeled & Sun-Filled 1BR^^129 Wythe Ave,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-bright-remodeled-sun-filled/7939139425.html,"Spacious 1 bed 1 bath rear cottage. Rent includes water, gas, garbage, Fiber Internet and some landscaping maintenance. Light-filled living/dining room combo. Kitchen with fridge, stove, microwave and"
17,950,2,"Jersey City, NJ",3.87,2026-06-06,lovely 2-bedroom top floor apartment in Downtown.,https://newjersey.craigslist.org/apa/d/jersey-city-lovely-bedroom-top-floor/7939140917.html,"Move-in ready! Come see this lovely 2-bedroom top floor apartment in Downtown Pavonia, Newport JC. The apartment features 2 bedrooms, a living room, newer kitchen cabinets with quartz countertops, a n"
16,1300,1,Brooklyn,3.05,2026-06-06,"Cozy 1BR Apartment on Kent Street Near Franklin Street, Brooklyn",https://longisland.craigslist.org/apa/d/brooklyn-cozy-1br-apartment-on-kent/7939120391.html,"Cozy one-bedroom apartment located on beautiful Kent Street, just around the corner from shops and dining on Franklin Street. The home offers a comfortable living space in a convenient neighborhood wi"
13,1300,1,Brooklyn,3.31,2026-06-06,"Large Renovated 1BR/1BA – Eat-in Kitchen, King Bedroom, Great Location",https://newyork.craigslist.org/brk/apa/d/brooklyn-large-renovated-1br-1ba-eat-in/7939155660.html,"This bright and spacious 1br/1ba partment is conveniently located directly across from the Eastern Parkway 3 & 4 subway lines, offering easy access to Manhattan and some of Brooklyn's most popular des"
12,1202,1,"Brooklyn, NY",3.75,2026-06-06,Newly renovated one bedroom apt!,https://longisland.craigslist.org/apa/d/brooklyn-newly-renovated-one-bedroom-apt/7939146719.html,"This 1-bedroom, 1-bathroom single-family apartment in Brooklyn spans , featuring a practical mix of hardwood and tile flooring. The kitchen is equipped with an oven and refrigerator, with washer/dryer"
4,1450,1,"Brooklyn, NY",3.66,2026-06-05,"spacious 1-bedroom, 1-bathroom apartment",https://sfbay.craigslist.org/sfc/apa/d/brooklyn-spacious-bedroom-bathroom/7939118608.html,"Enjoy city living in this spacious 1-bedroom, 1-bathroom apartment featuring an open layout, updated kitchen, and plenty of natural light. The building is conveniently located near local parks, art ga"
0,940,,Kings County,2.39,2026-06-06,"Bernard Brooklyn Home, New York City Student Apartments | Amber",https://amberstudent.com/places/bernard-brooklyn-home-brooklyn-2207181201880,Explore Bernard Brooklyn Home student housing in New York City with amber. Choose from a range of ensuites and non esnuites with top-notch amenties located near Medgar Evers College.
0,950,,Kings County,3.64,2026-06-06,"Cornelius Brooklyn Home, New York City Student Apartments | Amber",https://amberstudent.com/places/cornelius-bushwick-home-brooklyn-2207158468241,Explore Cornelius Brooklyn Home student housing in Brooklyn near Pratt Institute. It offers room types like ensuites and non-ensuites including amenities like a coffeemaker.
0,,,,,2026-06-06,141 Hart St Brooklyn,https://amberstudent.com/places/141-hart-st-brooklyn-2305121841186?gallery=true&galleryId=267205&tab=all,
0,,,,,2026-06-06,Crown 1162 New York,https://amberstudent.com/places/crown-1162-new-york-2406222677253,
0,,,,,2026-06-06,354 93 Street Brooklyn,https://streeteasy.com/building/354-93-street-brooklyn/1?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=DNNub5DBsGTeGacQ3du7AsAjEFNeE4shFtRyxcgrXzpJ5YoRaqfvy78Y2M7o-Z4XwdNOakWqfQO5RTz8,
0,,,,,2026-06-06,1273 Rogers Avenue Brooklyn,https://streeteasy.com/building/1273-rogers-avenue-brooklyn/2d?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=NAG-7ybC-ej1nfSJB2R43dfg0fV1Af2X3bBmsVh49XnVGcBrmWCsiUACs2SP2YYaxfERq7d79NNZsaBw,
0,,,,,2026-06-06,Ttb76F5Dhiqojcpp7,https://goo.gl/maps/TTB76f5dHiQojCPP7,
0,,,,,2026-06-06,V6Nk3Bfjz8Vk2Ob56,https://maps.app.goo.gl/V6Nk3BfJz8vk2ob56,
0,1500,1,Brooklyn,4.19,2026-06-06,"1273 Rogers Avenue #2D in Flatbush, Brooklyn",https://streeteasy.com/building/1273-rogers-avenue-brooklyn/2d?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=7y9AK3TginYu4BbxLD_B2NEEj32YA-ktWuTZJb3NHsfJnT_rFqvjo8NzztngzrvEwV0uGcy1twseuTji,"1273 Rogers Avenue, Brooklyn, Ny, 11226: *Welcoming 1BR with Great Flow & Comfortable Everyday Living* This charming 1-bedroom home offers a layout that feels both ..."
0,1395,,Fort Hamilton,5.69,2026-06-06,"354 93rd Street #1 in Fort Hamilton, Brooklyn",https://streeteasy.com/building/354-93-street-brooklyn/1?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=mXMIw2l602eCDgZ8UYod8bVqGCF_D3CLiNjRkuRpdVmS4MjaoMey6kUwR4jT7eKUQ2ijXudmY27AKW1W,"354 93rd Street, Brooklyn, Ny, 11209: This 1 room studio apartment is located in a well-kept, prewar building in Bay Ridge. Enjoy a wide variety of nearby shops and ..."
0,1330,1,Brooklyn,3.05,2026-06-06,"99 Kingsland Ave for $1,330/month on PadMapper",https://www.padmapper.com/rentals/20493753p/1-bedroom-1-bath-apartment-at-99-kingsland-ave-new-york-ny-11222#back=%2Fapartments%2Fbrooklyn-ny%2Funder-1500%3Fbox%3D-74.04241%2C40.56616%2C-73.83336%2C40.73944,"99 Kingsland Ave is a 1 bed, 1 bath apartment in Williamsburg, New York. This apartment is listed for rent at $1,330/month. Search for other sublets, houses and apartment rentals in New York, then use"
