score,price,bedrooms,neighborhood,distance_miles,posted_date,title,url,description
43,1000,1,Brooklyn,1.09,2026-06-28,AAmazing Rehabbed Hicksville spot! Super Updated! HEAT INCLUDED!,https://longisland.craigslist.org/apa/d/brooklyn-aamazing-rehabbed-hicksville/7943958617.html,"Fully renovated 1-bedroom, 1-bathroom home in a convenient location. Features updated finishes throughout and is move-in ready. Close to shopping, restaurants, schools, and public transportation, offe"
39,875,1,"Williamsburg, NY",1.90,2026-06-29,"Bright & Beautiful 1-Bedroom, 1-Bathroom Apartment",https://sfbay.craigslist.org/scz/apa/d/brooklyn-bright-beautiful-bedroom/7944012300.html,"Pet friendly apartments Williamsburg, NY is waiting for you to call us “home”. Our community is a short distance to popular employers, upscale shopping, fine dining, public transportation, great parks"
32,1270,1,,1.53,2026-06-28,327*Bright Room Available in Friendly 4-Bedroom on Franklin Avenue.,https://newyork.craigslist.org/brk/apa/d/brooklyn-327bright-room-available-in/7943869253.html,"Hello Everyone! We have a private bedroom available in our roomy 4-bedroom, 1.5-bath apartment. The rent is $1,270 per month, and the room will be ready for move-in soon. The apartment features hardwo"
31,1200,1,New York,1.82,2026-06-29,Stop Scrolling – This Is the One! 1BR/1BA Available Now,https://newjersey.craigslist.org/apa/d/brooklyn-stop-scrolling-this-is-the-one/7944003224.html,"Pet friendly apartments Bushwick is waiting for you to call us “home”. Our community is a short distance to popular employers, upscale shopping, fine dining, public transportation, great parks and man"
29,1035,2,Bushwick,2.36,2026-06-29,This beautiful 2bedroom 1 bathroom house ready for you !!,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-this-beautiful-2bedroom/7943998455.html,"Pet friendly apartments Bushwick is waiting for you to call us “home”. Our community is a short distance to popular employers, upscale shopping, fine dining, public transportation, great parks and man"
26,1200,1,"Greenwich Village, NY",2.33,2026-06-29,"PPet friendly apartments Greenwich Village, NY",https://longisland.craigslist.org/apa/d/new-york-ppet-friendly-apartments/7944012766.html,"Pet friendly apartments Greenwich Village, NY is waiting for you to call us “home”. Our community is a short distance to popular employers, upscale shopping, fine dining, public transportation, great "
24,970,0,Brooklyn,3.10,2026-06-29,Spacious Studio 1 Bathroom Apartment Available Now..!!,https://sfbay.craigslist.org/sfc/apa/d/brooklyn-spacious-studio-bathroom/7944010948.html,"Pet friendly apartments Brooklyn is waiting for you to call us “home”. Our community is a short distance to popular employers, upscale shopping, fine dining, public transportation, great parks and man"
21,1300,1,Brooklyn,2.52,2026-06-29,Sunny 1-bedroom in prime Williamsburg with an easy Manhattan,https://longisland.craigslist.org/apa/d/brooklyn-sunny-bedroom-in-prime/7943987266.html,"Pet friendly apartments Rohnert Park is waiting for you to call us “home”. Our community is a short distance to popular employers, upscale shopping, fine dining, public transportation, great parks and"
19,1200,1,"Greenwich Village, NY",2.99,2026-06-29,"Pet friendly apartments Greenwich Village, NY",https://longisland.craigslist.org/apa/d/new-york-pet-friendly-apartments/7944006672.html,"Pet friendly apartments Greenwich Village, NY is waiting for you to call us “home”. Our community is a short distance to popular employers, upscale shopping, fine dining, public transportation, great "
14,1045,1,Midtown West,3.93,2026-06-29,Sun-Filled 1BR Condo with High-End Appliances in Prime Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-sun-filled-1br-condo-with-high/7944006719.html,"Live in the Heart of Midtown West’s Most Desirable Neighborhoods Imagine coming home to a bright, oversized condo offering 677 square feet of thoughtfully designed living space with luxury finishes th"
4,1500,1,Flatbush,3.56,2026-06-29,Flatbush Modern 1BR – Renovated Brooklyn Living Space,https://newyork.craigslist.org/brk/apa/d/brooklyn-flatbush-modern-1br-renovated/7944003720.html,"Enjoy comfortable city living in this well-maintained apartment located in the heart of Flatbush, Brooklyn, New York. This inviting home offers a bright interior with modern updates and convenient acc"
0,,,,,2026-06-29,Bernard Brooklyn Home Brooklyn,https://amberstudent.com/places/bernard-brooklyn-home-brooklyn-2207181201880,
0,,,,,2026-06-29,Cornelius Bushwick Home Brooklyn,https://amberstudent.com/places/cornelius-bushwick-home-brooklyn-2207158468241,
0,1500,,Kings County,2.18,2026-06-29,141 Hart St Brooklyn Student Apartments | Amber,https://amberstudent.com/places/141-hart-st-brooklyn-2305121841186?gallery=true&galleryId=267205&tab=all,"141 Hart St Brooklyn near Pratt Institute offers furnished rooms with Wi-Fi, AC, rooftop, and backyard. It is ideal for students seeking comfort and connectivity."
0,,,,,2026-06-29,Crown 1162 New York,https://amberstudent.com/places/crown-1162-new-york-2406222677253,
0,,,,,2026-06-29,354 93 Street Brooklyn,https://streeteasy.com/building/354-93-street-brooklyn/1?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=DNNub5DBsGTeGacQ3du7AsAjEFNeE4shFtRyxcgrXzpJ5YoRaqfvy78Y2M7o-Z4XwdNOakWqfQO5RTz8,
0,,,,,2026-06-29,1273 Rogers Avenue Brooklyn,https://streeteasy.com/building/1273-rogers-avenue-brooklyn/2d?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=NAG-7ybC-ej1nfSJB2R43dfg0fV1Af2X3bBmsVh49XnVGcBrmWCsiUACs2SP2YYaxfERq7d79NNZsaBw,
0,,,,,2026-06-29,Ttb76F5Dhiqojcpp7,https://goo.gl/maps/TTB76f5dHiQojCPP7,
0,,,,,2026-06-29,V6Nk3Bfjz8Vk2Ob56,https://maps.app.goo.gl/V6Nk3BfJz8vk2ob56,
0,1500,1,Brooklyn,4.19,2026-06-29,"1273 Rogers Avenue #2D in Flatbush, Brooklyn",https://streeteasy.com/building/1273-rogers-avenue-brooklyn/2d?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=7y9AK3TginYu4BbxLD_B2NEEj32YA-ktWuTZJb3NHsfJnT_rFqvjo8NzztngzrvEwV0uGcy1twseuTji,"1273 Rogers Avenue, Brooklyn, Ny, 11226: *Welcoming 1BR with Great Flow & Comfortable Everyday Living* This charming 1-bedroom home offers a layout that feels both ..."
0,1395,,Fort Hamilton,5.69,2026-06-29,"354 93rd Street #1 in Fort Hamilton, Brooklyn",https://streeteasy.com/building/354-93-street-brooklyn/1?utm_campaign=rental_listing&utm_medium=share&utm_source=web&lstt=mXMIw2l602eCDgZ8UYod8bVqGCF_D3CLiNjRkuRpdVmS4MjaoMey6kUwR4jT7eKUQ2ijXudmY27AKW1W,"354 93rd Street, Brooklyn, Ny, 11209: This 1 room studio apartment is located in a well-kept, prewar building in Bay Ridge. Enjoy a wide variety of nearby shops and ..."
0,1330,1,Brooklyn,3.05,2026-06-29,"99 Kingsland Ave for $1,330/month on PadMapper",https://www.padmapper.com/rentals/20493753p/1-bedroom-1-bath-apartment-at-99-kingsland-ave-new-york-ny-11222#back=%2Fapartments%2Fbrooklyn-ny%2Funder-1500%3Fbox%3D-74.04241%2C40.56616%2C-73.83336%2C40.73944,"99 Kingsland Ave is a 1 bed, 1 bath apartment in Williamsburg, New York. This apartment is listed for rent at $1,330/month. Search for other sublets, houses and apartment rentals in New York, then use"
